OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,Sales,Profit
43,2023-03-13,99,28,7,2448,17136,2597.28
44,2023-02-21,141,4,4,1706,6824,1988.34
45,2024-11-16,86,22,1,6884,6884,860.34
46,2023-07-31,186,33,9,2206,19854,3791.47
47,2024-02-07,76,11,5,5653,28265,3505.4
48,2023-07-27,59,4,5,1706,8530,2144.5
49,2024-03-03,45,28,1,2448,2448,355.3
50,2024-07-18,12,32,1,5812,5812,1509.63
51,2024-03-06,155,39,8,6677,53416,12122.72
52,2023-07-14,16,2,6,4835,29010,8108.69
53,2024-11-20,193,5,4,2643,10572,2769.4
54,2023-03-19,105,38,1,7055,7055,2017.47
55,2023-04-18,124,15,2,6858,13716,2600.53
56,2023-11-30,54,25,9,829,7461,983.01
57,2024-12-09,105,22,2,6884,13768,3941.28
58,2023-02-11,78,35,2,5681,11362,3142.72
59,2023-12-03,75,25,9,829,7461,1967.22
60,2023-03-11,64,6,7,3767,26369,3397.18
61,2024-05-20,191,24,3,5431,16293,3237.38
62,2023-07-12,123,7,9,2964,26676,7417.33
63,2024-01-31,117,7,4,2964,11856,2247.88
64,2024-05-27,78,13,2,5255,10510,1381.06
65,2023-06-04,44,8,5,4639,23195,6828.34
66,2023-12-11,57,16,3,3186,9558,2507.69
67,2023-10-02,101,27,1,741,741,195.47
68,2024-06-21,9,31,2,7127,14254,3302.57
69,2024-07-19,114,19,7,6656,46592,8551.88
70,2024-04-09,97,39,7,6677,46739,9115.83
71,2024-11-17,19,26,3,1686,5058,711.21
72,2024-01-19,193,23,4,1384,5536,1336.08
73,2023-02-06,65,12,5,5742,28710,6776.21
74,2024-05-08,5,19,8,6656,53248,9468.84
75,2023-05-01,137,8,5,4639,23195,5760.73
76,2023-07-30,95,31,7,7127,49889,9949.9
77,2024-10-23,86,13,5,5255,26275,3629.29
78,2024-11-21,129,32,6,5812,34872,8376.5
79,2023-06-08,157,24,4,5431,21724,3158.63
80,2024-04-16,103,17,1,6511,6511,1402.23
81,2024-06-09,146,17,7,6511,45577,9675.5
82,2024-01-19,124,24,2,5431,10862,1141.7
83,2023-06-03,24,30,2,2322,4644,913.09
84,2024-09-01,64,12,1,5742,5742,1028.51
85,2024-12-13,101,17,3,6511,19533,5329.96
86,2023-07-30,51,19,7,6656,46592,6508.35
87,2023-03-22,79,27,5,741,3705,410.53
88,2024-11-16,89,12,1,5742,5742,1436.77
89,2024-02-25,184,35,4,5681,22724,5457.64
90,2023-02-11,116,29,3,4366,13098,1854.71
91,2023-11-25,93,31,1,7127,7127,1924.16
92,2023-10-08,125,19,7,6656,46592,10252.87
93,2024-02-08,94,22,8,6884,55072,7331.15
94,2023-11-11,142,6,3,3767,11301,2597.15
95,2024-08-20,187,29,9,4366,39294,9796.24
96,2024-03-24,119,19,2,6656,13312,2482.1
97,2024-03-31,141,30,5,2322,11610,2899.62
98,2023-04-25,169,18,2,378,756,180.37
99,2024-10-18,174,11,9,5653,50877,13122.38
100,2024-06-06,178,21,7,5243,36701,7219.27
101,2023-04-29,86,32,8,5812,46496,12547.49
102,2024-06-23,117,18,6,378,2268,509.14
103,2023-12-20,20,25,1,829,829,85.55
104,2023-12-13,159,17,7,6511,45577,13643.51
105,2023-12-17,5,3,3,4080,12240,2798.15
106,2024-07-23,7,25,2,829,1658,258.9
107,2023-09-18,26,30,5,2322,11610,2673.64
108,2023-02-03,173,40,4,7260,29040,8425.14
109,2023-12-02,182,1,5,2919,14595,2656.1
110,2023-06-18,75,29,7,4366,30562,6311.69
111,2024-04-11,197,34,6,2445,14670,4290.16
112,2023-04-06,58,4,5,1706,8530,1743.24
113,2023-12-07,114,40,4,7260,29040,8384.2
114,2023-04-14,18,20,1,475,475,69.13
115,2024-10-08,170,40,9,7260,65340,10466.56
116,2024-05-03,42,2,6,4835,29010,5537.94
117,2024-06-06,178,7,9,2964,26676,7753.73
118,2024-08-08,42,10,3,5178,15534,3921.82
119,2023-04-27,147,35,5,5681,28405,8297.28
120,2024-06-12,133,13,9,5255,47295,7307.6
121,2023-07-27,102,17,9,6511,58599,6939.24
122,2024-06-05,99,38,9,7055,63495,17443.61
123,2024-02-02,90,15,5,6858,34290,8039.32
124,2024-01-06,12,26,9,1686,15174,3558.77
125,2023-10-12,3,14,7,7632,53424,9343.64
126,2023-05-10,175,27,9,741,6669,1952.24
127,2023-08-21,2,11,1,5653,5653,1045.98
128,2024-05-17,137,40,6,7260,43560,12161.88
129,2024-10-01,14,39,1,6677,6677,704.73
130,2023-09-18,103,39,5,6677,33385,8216.64
131,2023-04-25,39,35,3,5681,17043,2282.26
132,2023-04-26,184,8,7,4639,32473,6467.71
133,2023-10-15,39,26,9,1686,15174,3599.06
134,2023-11-26,157,5,5,2643,13215,2786.05
135,2023-06-01,24,12,4,5742,22968,3515.3
136,2024-07-25,58,40,2,7260,14520,2789.18
137,2023-10-09,26,15,6,6858,41148,5525.69
138,2023-05-04,172,14,9,7632,68688,8319.76
139,2023-08-25,102,38,5,7055,35275,5256.93
140,2023-07-06,182,30,4,2322,9288,1736.46
141,2023-06-26,136,1,5,2919,14595,1706.4
142,2024-06-16,79,11,8,5653,45224,10065.4
143,2023-10-18,93,31,5,7127,35635,7466.07
144,2024-08-27,136,7,8,2964,23712,4185.09
145,2023-12-31,175,9,1,648,648,162.36
146,2024-04-02,48,24,9,5431,48879,5312.79
147,2023-09-24,41,12,7,5742,40194,8876.29
148,2024-05-15,151,10,3,5178,15534,2780.21
149,2024-08-02,164,2,7,4835,33845,5433.25
150,2023-09-05,25,21,8,5243,41944,6813.66
151,2024-07-28,108,35,2,5681,11362,3327.1
152,2024-12-17,179,17,1,6511,6511,1265.78
153,2024-08-27,133,31,2,7127,14254,3128.97
154,2024-03-28,91,30,4,2322,9288,1885.73
155,2024-04-20,5,7,7,2964,20748,4886.68
156,2023-01-29,4,5,8,2643,21144,4421.35
157,2023-11-10,76,29,3,4366,13098,2536.82
158,2023-01-05,14,9,1,648,648,136.21
159,2023-11-27,183,4,7,1706,11942,1209.57
160,2023-07-15,68,21,3,5243,15729,3994.67
161,2023-10-27,198,12,7,5742,40194,4969.34
162,2023-10-18,112,19,1,6656,6656,1770.23
163,2023-06-11,120,24,6,5431,32586,8714.65
164,2023-07-20,75,5,3,2643,7929,1094.26
165,2023-05-17,198,30,4,2322,9288,2545.78
166,2024-08-18,35,9,6,648,3888,960.56
167,2023-12-05,10,36,7,6660,46620,13740.0
168,2024-01-11,24,6,8,3767,30136,8809.72
169,2023-12-27,113,26,8,1686,13488,1657.73
170,2023-09-18,187,40,4,7260,29040,3706.8
171,2024-08-12,167,35,5,5681,28405,5092.18
172,2023-10-19,187,14,8,7632,61056,12913.5
173,2024-03-17,162,19,1,6656,6656,1018.07
174,2023-09-05,87,21,4,5243,20972,4302.82
175,2023-11-30,36,25,7,829,5803,1216.42
176,2023-03-22,110,39,1,6677,6677,1079.87
177,2024-09-13,136,37,7,3113,21791,2821.24
178,2023-02-12,34,12,8,5742,45936,13556.99
179,2023-06-25,88,22,1,6884,6884,997.77
180,2024-11-07,161,23,2,1384,2768,746.58
181,2024-04-24,79,4,5,1706,8530,1727.44
182,2024-01-23,26,9,3,648,1944,449.36
183,2024-09-22,15,18,8,378,3024,346.85
184,2023-08-15,46,14,5,7632,38160,9940.26
185,2024-06-03,200,14,1,7632,7632,1337.06
186,2023-12-16,97,26,8,1686,13488,1703.89
187,2023-12-21,85,31,3,7127,21381,2621.04
188,2023-01-01,176,25,1,829,829,116.87
189,2024-12-08,32,11,5,5653,28265,4936.15
190,2023-10-28,170,24,8,5431,43448,11541.55
191,2023-08-01,80,19,6,6656,39936,7330.59
192,2023-06-07,152,28,5,2448,12240,1513.16
193,2024-11-01,133,31,1,7127,7127,1257.2
194,2023-10-16,171,33,3,2206,6618,964.03
195,2024-06-02,137,21,8,5243,41944,7660.11
196,2024-07-05,93,26,8,1686,13488,3406.68
197,2024-03-05,140,25,5,829,4145,474.84
198,2024-03-04,47,13,9,5255,47295,13576.44
199,2024-09-16,166,17,3,6511,19533,4880.96
200,2023-02-17,81,34,1,2445,2445,249.19
201,2023-04-02,149,2,1,4835,4835,892.73
202,2023-07-26,91,21,7,5243,36701,9839.5
203,2024-11-15,51,33,9,2206,19854,2362.69
204,2023-05-29,56,15,6,6858,41148,5547.83
205,2024-09-30,24,10,4,5178,20712,3691.72
206,2024-04-01,84,5,2,2643,5286,1312.17
207,2024-09-18,34,29,8,4366,34928,5123.69
208,2023-02-22,199,18,4,378,1512,231.27
209,2024-08-09,95,29,1,4366,4366,964.63
210,2024-07-07,29,40,1,7260,7260,1798.52
211,2024-09-30,89,36,3,6660,19980,4449.88
212,2023-11-13,103,38,3,7055,21165,2627.58
213,2023-12-06,49,39,1,6677,6677,1565.66
214,2024-12-05,5,7,9,2964,26676,3300.19
215,2023-03-20,145,12,7,5742,40194,5424.3
216,2024-11-20,57,2,2,4835,9670,2536.27
217,2024-01-01,8,17,8,6511,52088,7087.3
218,2024-07-07,115,14,1,7632,7632,1507.09
219,2024-11-21,125,31,3,7127,21381,3627.69
220,2023-08-24,82,5,8,2643,21144,5043.39
221,2024-03-30,101,26,1,1686,1686,248.2
222,2023-01-24,192,7,5,2964,14820,2197.42
223,2024-05-02,28,6,7,3767,26369,6750.55
224,2024-01-16,32,10,1,5178,5178,1208.82
225,2023-02-03,180,27,6,741,4446,542.85
226,2023-11-05,127,29,4,4366,17464,4485.89
227,2023-08-30,34,5,7,2643,18501,4556.5
228,2024-01-27,117,29,4,4366,17464,2286.63
229,2023-05-20,196,40,2,7260,14520,3967.84
230,2023-07-06,65,22,3,6884,20652,4959.53
231,2024-06-26,99,31,4,7127,28508,6112.24
232,2024-05-29,160,10,8,5178,41424,8006.58
233,2023-02-17,43,39,9,6677,60093,15222.97
234,2023-07-29,10,15,6,6858,41148,9106.64
235,2024-02-23,96,32,2,5812,11624,2105.44
236,2023-12-12,134,16,3,3186,9558,1979.52
237,2024-08-25,40,33,8,2206,17648,5154.42
238,2023-03-30,46,31,5,7127,35635,4916.9
239,2024-06-01,70,13,1,5255,5255,925.44
240,2024-04-20,28,4,3,1706,5118,1018.92
241,2024-08-13,169,15,9,6858,61722,11703.44
242,2023-03-26,4,15,8,6858,54864,9150.18
243,2023-02-09,139,6,3,3767,11301,1632.82
244,2024-03-14,197,33,2,2206,4412,1117.7
245,2023-05-20,31,33,3,2206,6618,1500.4
246,2023-08-23,93,13,7,5255,36785,5157.27
247,2024-09-06,181,40,1,7260,7260,939.64
248,2023-09-08,18,2,8,4835,38680,6779.14
249,2023-10-23,19,32,9,5812,52308,9686.39
250,2024-07-16,108,2,5,4835,24175,4672.67
251,2023-01-07,84,27,5,741,3705,518.87
252,2024-04-29,160,30,8,2322,18576,4815.7
253,2024-10-08,145,4,1,1706,1706,303.33
254,2023-11-26,12,1,8,2919,23352,6642.27
255,2024-02-07,159,26,5,1686,8430,2107.32
256,2024-11-07,160,24,4,5431,21724,5351.02
257,2023-10-04,119,17,4,6511,26044,7380.81
258,2024-05-27,13,14,8,7632,61056,11360.38
259,2024-11-19,143,6,7,3767,26369,5230.03
260,2024-07-19,73,39,8,6677,53416,15957.26
261,2024-10-24,64,31,8,7127,57016,11806.06
262,2023-07-05,30,24,3,5431,16293,1849.05
263,2024-09-01,141,12,2,5742,11484,2817.06
264,2024-11-24,54,26,4,1686,6744,1583.97
265,2024-03-31,64,12,7,5742,40194,11406.0
266,2024-12-01,16,40,7,7260,50820,11511.6
267,2023-01-12,24,10,9,5178,46602,11402.2
268,2024-05-09,51,14,3,7632,22896,5645.79
269,2023-08-24,136,11,4,5653,22612,2294.85
270,2024-07-08,125,6,7,3767,26369,6918.64
271,2024-06-25,26,12,3,5742,17226,3288.31
272,2024-03-04,145,34,1,2445,2445,353.14
273,2024-06-29,136,38,1,7055,7055,1599.93
274,2024-06-21,164,9,1,648,648,191.7
275,2023-10-04,25,1,6,2919,17514,2120.89
276,2023-08-12,26,28,9,2448,22032,5813.68
277,2023-12-23,123,10,4,5178,20712,5749.36
278,2023-12-16,178,21,5,5243,26215,6214.89
279,2023-08-10,142,32,7,5812,40684,8636.61
280,2024-07-21,166,10,6,5178,31068,4282.96
281,2023-04-17,189,26,2,1686,3372,418.92
282,2023-03-01,82,36,3,6660,19980,5263.79
283,2024-06-28,126,8,9,4639,41751,12098.66
284,2024-11-13,143,37,8,3113,24904,3611.96
285,2023-08-05,48,29,7,4366,30562,7327.42
286,2023-04-11,18,7,2,2964,5928,1305.52
287,2023-10-26,111,25,8,829,6632,691.19
288,2024-08-23,196,36,5,6660,33300,4639.43
289,2023-09-30,139,9,8,648,5184,611.62
290,2023-04-05,123,21,1,5243,5243,568.35
291,2024-11-04,120,33,1,2206,2206,641.3
292,2024-10-15,78,2,8,4835,38680,7711.51
293,2024-05-16,69,12,6,5742,34452,8264.43
294,2024-02-01,77,19,2,6656,13312,3537.56
295,2024-10-12,162,1,2,2919,5838,1523.95
296,2023-05-20,79,11,2,5653,11306,2654.55
297,2023-10-25,14,16,4,3186,12744,2512.11
298,2023-10-17,29,32,4,5812,23248,4621.99
299,2024-08-26,145,12,5,5742,28710,3042.97
300,2024-10-11,96,39,1,6677,6677,944.05
301,2023-12-14,88,31,1,7127,7127,1416.26
302,2024-10-18,150,28,5,2448,12240,2991.91
303,2024-04-08,148,29,1,4366,4366,649.12
304,2023-12-08,71,26,2,1686,3372,571.08
305,2024-01-31,172,30,1,2322,2322,519.81
306,2023-08-07,5,28,3,2448,7344,1516.02
307,2023-10-04,118,33,9,2206,19854,3709.08
308,2023-08-09,118,31,2,7127,14254,4155.97
309,2023-05-07,76,18,2,378,756,168.54
310,2024-02-21,144,5,5,2643,13215,2353.69
311,2024-07-31,1,29,1,4366,4366,1083.31
312,2023-07-31,176,3,2,4080,8160,1690.21
313,2023-05-24,26,37,8,3113,24904,6820.06
314,2024-01-03,103,37,7,3113,21791,3706.23
315,2023-04-17,32,40,5,7260,36300,5314.43
316,2023-04-13,58,21,9,5243,47187,8304.43
317,2024-04-16,2,36,1,6660,6660,809.34
318,2023-05-02,46,20,7,475,3325,476.45
319,2024-02-19,136,38,9,7055,63495,7338.75
320,2024-01-07,21,21,6,5243,31458,7464.65
321,2024-06-06,30,30,5,2322,11610,3056.24
322,2024-04-18,7,8,5,4639,23195,3254.98
323,2023-12-23,178,15,4,6858,27432,7902.02
324,2023-10-14,74,34,9,2445,22005,3838.96
325,2024-02-06,65,37,8,3113,24904,5034.8
326,2024-02-12,181,4,7,1706,11942,1344.2
327,2023-11-04,128,35,8,5681,45448,9026.33
328,2023-04-07,42,29,3,4366,13098,3321.74
329,2024-04-24,152,27,1,741,741,189.48
330,2023-01-17,165,8,4,4639,18556,2574.25
331,2024-07-09,200,2,8,4835,38680,5798.11
332,2024-11-22,182,3,8,4080,32640,5086.8
333,2024-01-19,176,12,9,5742,51678,11458.73
334,2024-01-10,191,35,9,5681,51129,8440.76
335,2024-12-17,74,31,9,7127,64143,17045.0
336,2024-07-29,93,33,1,2206,2206,613.27
337,2023-05-17,181,4,1,1706,1706,266.06
338,2023-02-05,149,38,2,7055,14110,2229.01
339,2023-04-23,171,36,6,6660,39960,8833.69
340,2024-09-30,15,31,7,7127,49889,11202.91
341,2023-02-15,131,18,6,378,2268,384.77
342,2024-01-17,69,23,7,1384,9688,1565.72
343,2024-04-13,109,32,3,5812,17436,4914.54
344,2024-06-07,151,40,9,7260,65340,9508.95
345,2023-10-06,194,12,3,5742,17226,4041.74
346,2024-12-13,166,3,1,4080,4080,587.46
347,2024-10-02,153,7,4,2964,11856,1874.74
348,2023-09-03,33,33,5,2206,11030,1423.18
349,2023-04-13,49,16,2,3186,6372,894.22
350,2023-05-24,90,13,3,5255,15765,2363.71
351,2024-01-02,82,29,6,4366,26196,7348.62
352,2024-02-17,185,30,6,2322,13932,2345.85
353,2023-10-05,57,21,1,5243,5243,1108.31
354,2024-04-17,74,5,8,2643,21144,3106.52
355,2023-01-01,106,21,8,5243,41944,11400.14
356,2024-07-10,185,40,5,7260,36300,6535.91
357,2023-02-10,31,40,6,7260,43560,9022.4
358,2024-07-22,36,13,9,5255,47295,11508.63
359,2023-09-02,165,18,5,378,1890,384.8
360,2024-11-09,60,10,5,5178,25890,6990.97
361,2023-07-26,146,2,5,4835,24175,5762.49
362,2023-10-18,179,3,6,4080,24480,4838.62
363,2023-01-17,8,13,1,5255,5255,1004.94
364,2023-10-24,83,11,4,5653,22612,3222.15
365,2024-03-20,145,13,9,5255,47295,11087.4
366,2024-02-15,194,13,5,5255,26275,4078.7
367,2023-11-16,21,23,4,1384,5536,771.41
368,2023-12-24,64,27,9,741,6669,1499.28
369,2024-01-08,90,26,4,1686,6744,947.3
370,2023-11-21,162,9,3,648,1944,475.11
371,2024-11-19,85,36,2,6660,13320,2456.26
372,2024-08-15,137,7,7,2964,20748,5591.98
373,2024-04-06,51,20,2,475,950,264.06
374,2024-09-25,71,31,7,7127,49889,6583.9
375,2023-07-01,137,2,4,4835,19340,4150.82
376,2023-10-13,173,32,7,5812,40684,9605.39
377,2024-02-08,42,21,3,5243,15729,3612.07
378,2023-06-18,28,31,8,7127,57016,8817.25
379,2023-05-19,137,33,2,2206,4412,620.97
380,2023-06-08,34,14,1,7632,7632,773.83
381,2024-07-31,104,36,5,6660,33300,6536.96
382,2023-01-11,131,33,6,2206,13236,3948.4
383,2024-02-02,166,28,2,2448,4896,814.12
384,2024-11-10,120,12,2,5742,11484,2720.55
385,2024-12-15,52,27,1,741,741,221.9
386,2024-01-03,75,11,6,5653,33918,5354.37
387,2023-07-31,48,30,3,2322,6966,955.71
388,2023-04-19,122,33,1,2206,2206,638.22
389,2024-05-17,18,29,3,4366,13098,1523.6
390,2024-05-20,165,5,9,2643,23787,3521.52
391,2023-08-03,63,6,4,3767,15068,3399.97
392,2023-01-30,173,1,4,2919,11676,3347.08
393,2023-09-12,73,22,7,6884,48188,8737.83
394,2023-01-30,53,21,3,5243,15729,3546.06
395,2024-08-12,53,18,8,378,3024,902.01
396,2024-01-27,189,39,9,6677,60093,6927.28
397,2024-02-28,84,8,9,4639,41751,12444.12
398,2023-03-15,9,10,5,5178,25890,6560.81
399,2023-11-20,23,7,1,2964,2964,491.06
400,2024-09-21,164,34,2,2445,4890,1150.67
401,2023-05-05,69,22,4,6884,27536,7640.45
402,2023-05-03,45,15,4,6858,27432,3108.39
403,2023-12-12,118,3,8,4080,32640,9021.78
404,2023-09-30,108,8,6,4639,27834,7384.84
405,2023-11-04,68,37,2,3113,6226,722.33
406,2024-02-07,189,36,5,6660,33300,5467.95
407,2023-05-26,129,25,7,829,5803,735.13
408,2024-01-25,30,4,6,1706,10236,2963.83
409,2023-07-11,154,21,2,5243,10486,1112.51
410,2024-07-27,102,23,6,1384,8304,1373.21
411,2024-02-01,148,37,5,3113,15565,3084.03
412,2023-09-23,184,5,8,2643,21144,3270.34
413,2023-11-12,99,1,8,2919,23352,2343.3
414,2024-06-29,165,6,9,3767,33903,7541.49
415,2023-07-01,59,39,2,6677,13354,1551.15
416,2024-11-26,149,19,9,6656,59904,13654.19
417,2024-03-12,182,12,9,5742,51678,8238.98
418,2024-12-25,148,6,4,3767,15068,1625.12
419,2024-04-25,158,28,7,2448,17136,4225.23
420,2023-09-28,125,13,8,5255,42040,7243.05
421,2023-08-02,94,29,2,4366,8732,1139.09
422,2023-06-09,121,6,9,3767,33903,8077.59
423,2024-09-08,82,8,9,4639,41751,12046.59
424,2023-04-24,116,9,8,648,5184,1090.35
425,2024-01-09,186,29,4,4366,17464,4458.9
426,2023-08-06,32,25,1,829,829,127.96
427,2023-01-15,134,40,9,7260,65340,19562.91
428,2024-02-03,34,35,8,5681,45448,10483.89
429,2024-06-11,143,36,2,6660,13320,2734.93
430,2024-11-04,15,22,1,6884,6884,1217.37
431,2024-10-31,79,38,5,7055,35275,7331.78
432,2023-07-10,8,18,8,378,3024,798.81
433,2023-04-15,78,18,2,378,756,188.27
434,2024-12-25,149,27,7,741,5187,1017.25
435,2024-10-05,12,37,7,3113,21791,6389.65
436,2024-12-30,118,31,7,7127,49889,10479.02
437,2023-01-08,49,14,7,7632,53424,13350.99
438,2023-06-07,137,16,3,3186,9558,2577.13
439,2024-07-10,20,1,6,2919,17514,1787.4
440,2024-06-22,39,31,7,7127,49889,13387.04
441,2023-03-22,1,24,8,5431,43448,8176.01
442,2024-11-20,196,15,7,6858,48006,10726.52
443,2024-01-18,9,24,7,5431,38017,8648.89
444,2023-12-14,175,24,9,5431,48879,9039.12
445,2024-01-31,84,22,5,6884,34420,9822.95
446,2023-09-02,149,5,6,2643,15858,2934.4
447,2023-12-14,36,4,2,1706,3412,819.28
448,2023-12-15,194,24,2,5431,10862,2785.8
449,2023-08-03,144,1,4,2919,11676,1969.7
450,2023-07-31,2,2,2,4835,9670,1646.08
451,2024-11-08,77,31,9,7127,64143,10228.54
452,2024-11-01,169,15,4,6858,27432,6032.69
453,2024-07-07,122,1,9,2919,26271,4935.77
454,2023-02-06,170,23,1,1384,1384,203.26
455,2023-06-01,62,15,9,6858,61722,18093.79
456,2023-05-16,5,40,6,7260,43560,11275.88
457,2023-12-30,69,37,3,3113,9339,1639.44
458,2024-06-06,126,6,1,3767,3767,1071.35
459,2024-04-23,132,24,3,5431,16293,2307.51
460,2024-06-25,80,21,6,5243,31458,5052.7
461,2024-10-24,46,38,4,7055,28220,3409.7
462,2024-03-29,25,25,2,829,1658,378.71
463,2024-10-09,94,34,2,2445,4890,1246.19
464,2023-06-23,51,40,2,7260,14520,1484.95
465,2023-03-28,130,7,3,2964,8892,1131.78
466,2024-06-17,77,13,1,5255,5255,1223.06
467,2024-11-30,40,26,4,1686,6744,1623.64
468,2024-04-12,194,20,7,475,3325,591.59
469,2023-03-16,78,32,8,5812,46496,7015.4
470,2023-09-17,174,15,5,6858,34290,8433.99
471,2024-04-19,190,19,9,6656,59904,16776.91
472,2023-10-12,139,8,3,4639,13917,2505.55
473,2023-05-24,118,12,1,5742,5742,1053.87
474,2023-10-07,4,31,1,7127,7127,1104.48
475,2023-12-21,166,32,7,5812,40684,4328.69
476,2024-08-25,39,10,7,5178,36246,6900.14
477,2024-10-15,159,2,5,4835,24175,3741.25
478,2023-12-22,36,3,5,4080,20400,3373.53
479,2023-04-08,99,2,4,4835,19340,2330.53
480,2024-08-23,159,31,7,7127,49889,10227.45
481,2023-06-21,56,12,6,5742,34452,5020.83
482,2024-04-26,104,30,1,2322,2322,263.58
483,2024-12-01,24,3,1,4080,4080,664.9
484,2024-05-21,107,12,3,5742,17226,2830.97
485,2024-01-21,23,7,8,2964,23712,5114.02
486,2024-11-05,19,35,6,5681,34086,7605.21
487,2024-04-17,151,36,3,6660,19980,3612.31
488,2024-04-21,27,20,6,475,2850,756.18
489,2023-02-19,191,4,1,1706,1706,290.62
490,2023-08-22,28,26,3,1686,5058,697.79
491,2023-01-04,20,35,4,5681,22724,5541.89
492,2023-02-24,106,6,8,3767,30136,7584.19
493,2024-06-19,61,27,1,741,741,217.23
494,2023-03-30,19,29,8,4366,34928,8891.32
495,2023-08-16,106,39,1,6677,6677,1256.06
496,2023-02-07,35,24,6,5431,32586,8371.7
497,2023-01-21,182,8,8,4639,37112,8126.88
498,2023-08-17,26,4,6,1706,10236,2828.88
499,2024-12-21,133,13,3,5255,15765,1947.65
500,2024-06-07,59,16,2,3186,6372,697.76
501,2023-12-31,2,20,4,475,1900,300.75
502,2024-04-08,191,1,7,2919,20433,6056.2
503,2024-11-20,103,31,5,7127,35635,3782.89
504,2023-04-22,77,38,3,7055,21165,5495.44
505,2024-01-16,128,39,9,6677,60093,9085.72
506,2023-10-25,29,34,7,2445,17115,4697.13
507,2024-02-29,73,16,6,3186,19116,4272.67
508,2023-12-13,138,7,5,2964,14820,4396.75
509,2024-03-12,151,22,7,6884,48188,8719.0
510,2024-09-16,19,27,5,741,3705,1058.12
511,2024-12-27,93,8,5,4639,23195,5144.33
512,2023-11-21,108,12,3,5742,17226,2170.59
513,2024-11-21,119,29,3,4366,13098,1807.02
514,2023-04-26,77,3,8,4080,32640,5342.22
515,2024-07-04,54,13,2,5255,10510,2499.51
516,2024-04-05,129,26,7,1686,11802,3353.11
517,2023-10-13,27,13,4,5255,21020,3267.04
518,2024-03-10,198,24,8,5431,43448,12350.36
519,2024-01-20,115,31,3,7127,21381,5401.52
520,2024-11-22,170,18,3,378,1134,212.28
521,2023-08-29,85,11,9,5653,50877,9338.06
522,2023-06-26,168,30,6,2322,13932,3000.62
523,2023-02-06,166,26,3,1686,5058,530.93
524,2024-10-21,132,26,6,1686,10116,1432.63
525,2024-04-26,183,23,4,1384,5536,956.37
526,2023-09-23,85,29,8,4366,34928,8414.17
527,2024-08-13,32,8,5,4639,23195,5927.48
528,2023-02-17,117,10,5,5178,25890,2808.85
529,2024-06-17,21,30,8,2322,18576,3173.5
530,2024-03-21,75,6,8,3767,30136,3189.65
531,2024-06-10,11,18,1,378,378,81.38
532,2023-08-01,179,34,3,2445,7335,2051.83
533,2024-12-28,141,36,4,6660,26640,2782.0
534,2023-04-10,196,18,4,378,1512,156.23
535,2023-10-09,77,1,5,2919,14595,3680.34
536,2023-02-25,198,15,9,6858,61722,17056.8
537,2024-07-10,59,18,4,378,1512,377.22
538,2024-01-17,13,25,6,829,4974,503.8
539,2024-03-18,166,6,9,3767,33903,9111.67
540,2024-05-31,48,37,3,3113,9339,2494.25
541,2023-10-07,84,31,1,7127,7127,982.85
